age,workclass,fnlwgt,education,education_no_of_years,marital_status,occupation,sex,capital_gain,capital_loss,working_hours_per_week,native_contienent,salary
42,Private,113324,HS-grad,9,not_married,Sales,Male,0,0,40,north_america,55100
23,Private,178818,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,171272
53,Self-emp-not-inc,152810,10th,6,married,Craft-repair,Male,0,0,40,north_america,225877
51,Private,335997,HS-grad,9,married,Exec-managerial,Male,4386,0,55,north_america,289076
40,Private,436493,HS-grad,9,Never-married,Other-service,Male,0,0,25,north_america,130261
27,Private,704108,Bachelors,13,Never-married,Prof-specialty,Male,0,0,50,north_america,61268
24,Local-gov,150084,Some-college,10,not_married,Protective-serv,Male,0,0,60,north_america,80887
42,Private,341204,HS-grad,9,not_married,Craft-repair,Female,0,0,40,north_america,247760
41,Private,187336,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,207243
23,Private,204209,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,10,north_america,78980
42,Self-emp-not-inc,206066,Masters,14,married,Prof-specialty,Male,0,0,65,north_america,97250
38,Private,63509,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,171173
63,Self-emp-not-inc,391121,7th-8th,4,married,Farming-fishing,Male,0,0,30,north_america,101173
31,Private,56026,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,109195
18,Self-emp-not-inc,60981,11th,7,Never-married,Other-service,Female,0,0,4,north_america,142823
21,Private,228255,Some-college,10,Never-married,Other-service,Male,0,0,30,north_america,222271
24,Private,86745,Bachelors,13,married,Prof-specialty,Female,0,0,40,asia,189596
55,Private,234327,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,291312
20,Private,59948,9th,5,Never-married,Adm-clerical,Female,114,0,20,north_america,237621
31,Private,137814,Some-college,10,not_married,Sales,Female,0,0,30,north_america,165838
23,Private,167692,Some-college,10,Never-married,Adm-clerical,Female,0,0,20,north_america,265398
35,Private,245090,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,186681
51,Self-emp-not-inc,256963,Some-college,10,married,Sales,Male,0,0,60,north_america,107429
19,Private,160033,Some-college,10,Never-married,Protective-serv,Female,0,0,30,north_america,244243
38,Local-gov,289430,HS-grad,9,not_married,Protective-serv,Male,0,0,56,north_america,241951
52,Local-gov,305053,HS-grad,9,married,Craft-repair,Male,0,2051,40,north_america,273739
70,Self-emp-not-inc,172370,Prof-school,15,married,Prof-specialty,Male,0,0,25,north_america,123576
53,Private,320510,10th,6,not_married,Craft-repair,Male,0,0,40,north_america,163454
59,Private,171355,Doctorate,16,married,Exec-managerial,Male,0,0,40,north_america,97386
39,Private,65027,Some-college,10,married,Transport-moving,Male,0,0,43,north_america,126620
18,Private,215190,12th,8,Never-married,Sales,Female,0,0,20,north_america,269911
41,Unknown,149385,HS-grad,9,Never-married,Unknown,Female,0,0,30,north_america,177172
19,Unknown,169324,Some-college,10,Never-married,Unknown,Male,0,0,10,north_america,155979
24,Private,138938,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,87170
25,Private,557082,HS-grad,9,Never-married,Adm-clerical,Female,0,0,38,north_america,271829
32,Private,273287,Some-college,10,Never-married,Exec-managerial,Male,0,0,40,north_america,111064
34,Self-emp-not-inc,77209,HS-grad,9,married,Sales,Male,0,1902,60,north_america,93340
35,Private,317153,HS-grad,9,Never-married,Sales,Female,0,0,40,north_america,213030
50,Private,95469,HS-grad,9,married,Adm-clerical,Male,7298,0,45,north_america,254132
18,Private,302859,HS-grad,9,Never-married,Sales,Male,0,0,20,north_america,158550
37,Private,333651,HS-grad,9,Never-married,Adm-clerical,Male,0,0,42,north_america,33493
30,Private,177596,Some-college,10,Never-married,Other-service,Female,0,0,36,north_america,209798
40,Self-emp-inc,157240,Masters,14,married,Exec-managerial,Female,15024,0,30,asia,123764
22,Private,184779,HS-grad,9,Never-married,Prof-specialty,Female,0,0,40,north_america,116393
50,Local-gov,138358,Some-college,10,not_married,Other-service,Female,0,0,28,north_america,179431
70,Private,176285,HS-grad,9,not_married,Other-service,Female,0,0,23,north_america,94388
43,Private,102180,Masters,14,married,Prof-specialty,Male,0,0,40,north_america,268734
77,Self-emp-not-inc,209507,Some-college,10,Never-married,Craft-repair,Male,0,0,40,north_america,40225
30,Self-emp-not-inc,229741,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,209690
33,Private,324546,Some-college,10,married,Machine-op-inspct,Male,0,0,39,north_america,65876
51,Private,337195,Some-college,10,married,Sales,Male,0,1902,50,north_america,270412
58,State-gov,194068,Masters,14,married,Prof-specialty,Male,0,1977,50,north_america,166417
22,Private,250647,Some-college,10,Never-married,Adm-clerical,Male,0,0,12,north_america,94376
33,Private,477106,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,60741
27,Private,104329,11th,7,married,Sales,Male,0,0,40,north_america,292288
35,Private,224566,Some-college,10,Never-married,Exec-managerial,Male,0,0,60,north_america,207158
32,Private,169841,Some-college,10,not_married,Sales,Female,0,0,55,north_america,31678
41,Private,42563,Bachelors,13,married,Tech-support,Female,0,0,25,north_america,287085
37,Private,31368,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,258229
17,Private,132755,11th,7,Never-married,Sales,Male,0,0,15,north_america,32101
50,Private,279129,Bachelors,13,not_married,Exec-managerial,Male,0,0,55,north_america,191490
31,Unknown,86143,HS-grad,9,married,Unknown,Male,0,0,40,asia,54602
54,State-gov,44172,HS-grad,9,not_married,Exec-managerial,Female,0,0,38,north_america,48735
23,State-gov,93076,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,47198
40,Private,146653,Bachelors,13,not_married,Adm-clerical,Female,0,0,20,north_america,248778
29,Private,221366,Bachelors,13,married,Prof-specialty,Male,5013,0,40,europe,165234
38,Private,189404,HS-grad,9,not_married,Other-service,Male,0,0,35,other,281645
30,Private,172304,Assoc-voc,11,married,Exec-managerial,Male,0,0,55,north_america,282987
20,Private,116666,Some-college,10,Never-married,Sales,Male,0,0,8,asia,240554
43,Self-emp-not-inc,64112,Some-college,10,married,Farming-fishing,Male,0,0,50,north_america,150379
25,Private,55718,Some-college,10,Never-married,Tech-support,Male,0,0,25,north_america,144739
39,Private,126675,Masters,14,married,Sales,Male,0,0,50,north_america,138304
48,Private,102112,Assoc-acdm,12,married,Prof-specialty,Male,0,0,50,north_america,179476
41,Self-emp-not-inc,226505,HS-grad,9,not_married,Other-service,Female,0,0,40,north_america,285752
24,Private,211527,Bachelors,13,Never-married,Adm-clerical,Male,0,0,30,north_america,161475
20,Private,175069,Some-college,10,Never-married,Adm-clerical,Male,0,0,40,europe,193915
25,Private,25249,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,284645
57,Private,73411,Some-college,10,married,Craft-repair,Male,0,0,40,north_america,63298
39,Private,207185,Some-college,10,married,Exec-managerial,Female,0,0,35,north_america,141499
66,Private,127139,Bachelors,13,married,Prof-specialty,Male,0,0,40,north_america,278756
34,Private,41809,Some-college,10,not_married,Adm-clerical,Female,0,0,40,north_america,93039
36,Private,297449,Bachelors,13,not_married,Prof-specialty,Male,14084,0,40,north_america,190980
46,Private,141483,HS-grad,9,married,Sales,Female,0,0,40,north_america,198571
42,Local-gov,117227,Masters,14,not_married,Prof-specialty,Female,0,0,45,north_america,134862
46,Private,377401,HS-grad,9,married,Transport-moving,Male,0,1902,70,north_america,285911
34,Local-gov,167063,HS-grad,9,Never-married,Protective-serv,Male,0,0,40,north_america,94938
43,Private,253759,Some-college,10,married,Tech-support,Female,0,0,40,north_america,88932
42,Private,183096,Some-college,10,not_married,Exec-managerial,Female,0,0,40,north_america,162469
31,Private,269654,Bachelors,13,Never-married,Sales,Male,0,0,48,north_america,201296
70,Unknown,293076,Some-college,10,married,Unknown,Male,0,0,30,north_america,265522
32,Private,34104,Some-college,10,married,Exec-managerial,Male,0,0,40,north_america,122027
46,Federal-gov,80057,HS-grad,9,married,Adm-clerical,Male,0,0,40,europe,112512
42,Self-emp-inc,369781,7th-8th,4,not_married,Craft-repair,Male,0,0,25,north_america,181755
21,Private,223811,Assoc-voc,11,Never-married,Exec-managerial,Male,0,0,40,north_america,139107
24,Private,163053,Bachelors,13,Never-married,Sales,Female,0,0,40,north_america,297286
23,Private,189461,HS-grad,9,Never-married,Sales,Male,0,0,55,north_america,266078
50,Local-gov,145166,Masters,14,married,Prof-specialty,Male,7298,0,40,north_america,33647
37,Private,86310,Some-college,10,not_married,Adm-clerical,Female,0,0,45,north_america,197624
19,Unknown,263224,11th,7,Never-married,Unknown,Female,0,0,30,north_america,294658
44,Federal-gov,280362,Assoc-acdm,12,married,Craft-repair,Male,0,0,40,north_america,79974
29,Private,301031,HS-grad,9,married,Transport-moving,Male,0,0,40,north_america,204608
30,Private,74966,Assoc-voc,11,married,Adm-clerical,Female,0,0,24,north_america,69526
36,Private,254493,Some-college,10,married,Sales,Male,0,0,44,north_america,31454
49,Self-emp-not-inc,204241,Bachelors,13,Never-married,Sales,Male,0,0,45,north_america,65404
29,Private,225024,HS-grad,9,not_married,Craft-repair,Male,0,0,40,north_america,215168
45,Local-gov,148222,HS-grad,9,Never-married,Adm-clerical,Female,0,0,40,north_america,143322
75,State-gov,113868,Doctorate,16,married,Prof-specialty,Male,0,0,20,north_america,109387
42,Private,132633,HS-grad,9,Never-married,Priv-house-serv,Female,0,0,40,other,294436
37,Private,44780,Assoc-acdm,12,not_married,Exec-managerial,Female,0,0,40,north_america,244844
51,Private,86373,Bachelors,13,married,Machine-op-inspct,Male,0,0,25,north_america,124237
61,Local-gov,176753,HS-grad,9,married,Farming-fishing,Male,0,0,48,north_america,248072
33,Private,164707,Assoc-acdm,12,Never-married,Exec-managerial,Female,2174,0,55,other,243388
50,Local-gov,370733,HS-grad,9,married,Adm-clerical,Male,0,0,40,north_america,136656
59,Private,216851,HS-grad,9,Never-married,Machine-op-inspct,Male,0,0,40,north_america,135524
25,Private,137951,HS-grad,9,Never-married,Adm-clerical,Female,0,0,30,north_america,274268
22,Private,185279,HS-grad,9,Never-married,Handlers-cleaners,Male,0,0,16,north_america,263821
56,Private,159724,Some-college,10,married,Transport-moving,Male,0,0,40,north_america,141650
44,Private,103233,Bachelors,13,Never-married,Adm-clerical,Female,0,0,40,north_america,245877
35,Private,63509,Assoc-voc,11,married,Craft-repair,Male,0,0,50,north_america,297201
57,Private,174353,HS-grad,9,Never-married,Exec-managerial,Male,0,0,40,north_america,181514
47,Self-emp-not-inc,168109,HS-grad,9,married,Farming-fishing,Male,15024,0,50,north_america,224900
27,Private,159724,Bachelors,13,Never-married,Exec-managerial,Female,0,0,40,north_america,30094
50,Self-emp-not-inc,105010,HS-grad,9,married,Farming-fishing,Male,0,2051,20,north_america,220983
30,Private,179112,Bachelors,13,Never-married,Prof-specialty,Male,0,0,40,other,229118
46,Private,364913,11th,7,married,Transport-moving,Male,0,0,40,north_america,148228
48,Self-emp-inc,155664,Prof-school,15,married,Prof-specialty,Male,0,0,60,north_america,246134
61,Private,230568,Bachelors,13,not_married,Adm-clerical,Male,0,0,40,north_america,104911
33,Private,86492,HS-grad,9,Never-married,Transport-moving,Male,0,0,87,north_america,42486
40,Private,71305,HS-grad,9,married,Other-service,Male,0,0,40,north_america,163624
58,Self-emp-inc,189933,Some-college,10,married,Exec-managerial,Male,0,0,65,north_america,205218
46,Self-emp-inc,191978,Masters,14,married,Exec-managerial,Male,0,2392,50,north_america,65684
35,Private,38948,Some-college,10,married,Prof-specialty,Male,0,0,40,north_america,60990
51,Self-emp-inc,139127,Some-college,10,not_married,Exec-managerial,Female,0,0,50,north_america,178976
37,Private,301568,12th,8,Never-married,Other-service,Female,0,0,40,north_america,81392
64,Private,149044,Masters,14,married,Prof-specialty,Male,0,2057,60,asia,44171
41,Private,197344,HS-grad,9,Never-married,Craft-repair,Male,0,0,54,north_america,228323
18,Private,32244,11th,7,Never-married,Handlers-cleaners,Male,594,0,30,north_america,215732
44,Self-emp-not-inc,315406,11th,7,married,Farming-fishing,Male,0,0,88,north_america,216185
41,State-gov,47170,Bachelors,13,married,Prof-specialty,Female,0,0,48,north_america,295825
33,State-gov,208785,Some-college,10,not_married,Prof-specialty,Male,10520,0,40,north_america,135063
37,Private,196338,9th,5,not_married,Priv-house-serv,Female,0,0,16,north_america,127641
34,Private,269243,Some-college,10,Never-married,Adm-clerical,Female,0,0,40,north_america,140129
24,Federal-gov,215115,Bachelors,13,Never-married,Tech-support,Female,0,0,40,other,64559
20,Private,117767,Some-college,10,Never-married,Handlers-cleaners,Male,0,0,40,north_america,184972
38,Private,176101,Bachelors,13,married,Exec-managerial,Male,0,0,40,north_america,250124
28,Private,138283,Assoc-voc,11,Never-married,Other-service,Female,0,0,40,north_america,299968
20,Self-emp-not-inc,132320,HS-grad,9,Never-married,Transport-moving,Male,0,0,45,north_america,259865
22,Federal-gov,471452,Bachelors,13,Never-married,Tech-support,Male,0,0,8,north_america,255694
55,Private,147653,Bachelors,13,not_married,Adm-clerical,Female,0,0,73,north_america,175303
20,Private,49179,Some-college,10,Never-married,Prof-specialty,Male,0,0,35,north_america,145187
26,Private,174921,Bachelors,13,Never-married,Prof-specialty,Female,0,0,40,north_america,173444
20,Self-emp-inc,95997,HS-grad,9,Never-married,Farming-fishing,Male,0,0,70,north_america,53463
40,Private,247245,9th,5,not_married,Other-service,Female,0,0,40,north_america,262520
33,Private,67072,HS-grad,9,married,Sales,Male,0,0,50,north_america,130544
54,Unknown,95329,Some-college,10,not_married,Unknown,Male,0,0,50,north_america,295963
24,Private,107882,HS-grad,9,Never-married,Sales,Female,0,0,40,north_america,219568
25,Private,241825,Some-college,10,Never-married,Exec-managerial,Male,0,0,46,north_america,295727
18,Private,79443,11th,7,Never-married,Other-service,Male,0,0,8,north_america,234011
49,Self-emp-not-inc,233059,HS-grad,9,married,Craft-repair,Male,0,0,60,north_america,287711
17,Private,226980,12th,8,Never-married,Handlers-cleaners,Male,0,0,17,north_america,177785
34,Self-emp-not-inc,181087,Assoc-voc,11,married,Craft-repair,Male,0,0,45,north_america,174888
37,Private,305597,Bachelors,13,married,Prof-specialty,Male,0,0,45,north_america,216767
49,Federal-gov,311671,Some-college,10,married,Exec-managerial,Male,0,0,40,north_america,219977
74,Private,129879,HS-grad,9,not_married,Adm-clerical,Female,15831,0,40,north_america,48455
37,Private,83375,HS-grad,9,not_married,Farming-fishing,Male,0,0,40,north_america,64709
20,Private,115824,11th,7,married,Handlers-cleaners,Male,0,1573,40,north_america,292805
40,Private,141657,HS-grad,9,married,Exec-managerial,Female,0,0,35,north_america,154299
34,Private,50276,Bachelors,13,Never-married,Sales,Male,27828,0,40,north_america,164225
30,Private,177216,Prof-school,15,married,Prof-specialty,Male,0,1740,40,north_america,138352
44,Private,228057,HS-grad,9,not_married,Adm-clerical,Female,0,0,40,north_america,238595
40,Private,222848,10th,6,married,Other-service,Female,0,0,32,north_america,97214
58,Private,121111,HS-grad,9,married,Sales,Female,0,0,40,europe,46831
44,Private,298885,HS-grad,9,married,Craft-repair,Male,0,0,40,north_america,289547
42,Private,149909,Some-college,10,married,Sales,Male,0,0,25,north_america,291993
39,Private,387430,HS-grad,9,Never-married,Other-service,Male,0,0,18,north_america,214919
19,Private,121972,HS-grad,9,Never-married,Other-service,Male,0,0,40,north_america,177606
41,Private,280167,Masters,14,married,Exec-managerial,Male,15024,0,70,north_america,234167
29,State-gov,191355,Masters,14,Never-married,Prof-specialty,Male,0,0,40,north_america,129643
34,Federal-gov,112115,Some-college,10,Never-married,Craft-repair,Male,0,0,40,north_america,152708
38,Unknown,104094,Some-college,10,married,Unknown,Male,0,0,15,north_america,239633
27,Private,211032,Preschool,1,married,Farming-fishing,Male,41310,0,24,north_america,46907
